CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_006_01_DOPC_DAYS,"3,507",-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_006_01_ELIGCASES,6.98,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_006_01_NUMERATOR,4,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_006_01_SIR,0.573,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_007_01_CI_LOWER,0.019,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_007_01_CI_UPPER,1.847,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_007_01_COMP_PERF,No Different than the National Benchmark,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_007_01_DOPC_DAYS,"3,442",-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_007_01_ELIGCASES,2.67,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_007_01_NUMERATOR,1,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_007_01_SIR,0.375,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_011_05_ADJ_CHG_MOBL_SCORE,9.4,-,7/1/2022,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_011_05_DENOMINATOR,48,-,7/1/2022,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_011_05_OBS_CHG_MOBL_SCORE,13.2,-,7/1/2022,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_012_01_DENOMINATOR,353,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_012_01_NUMERATOR,2,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_012_01_OBS_RATE,0.6,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_014_01_CI_LOWER,0.575,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_014_01_CI_UPPER,2.016,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_014_01_COMP_PERF,No Different than the National Benchmark,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_014_01_DOPC_DAYS,"11,280",-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_014_01_ELIGCASES,8.841,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_014_01_NUMERATOR,10,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_014_01_SIR,1.131,-,4/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_015_01_DENOMINATOR,215,-,10/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_015_01_NUMERATOR,164,-,10/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_015_01_OBS_RATE,76.3,-,10/1/2023,3/31/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_017_01_PPR_PD_OBS_RATE,17.98,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_017_01_PPR_PD_OBS_READM,32,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_017_01_PPR_PD_RSRR,19.5,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_017_01_PPR_PD_RSRR_2_5,15.62,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_017_01_PPR_PD_RSRR_97_5,23.89,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_017_01_PPR_PD_VOLUME,178,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_018_02_DTC_COMP_PERF,Better than the National Rate,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_018_02_DTC_NUMBER,59,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_018_02_DTC_OBS_RATE,29.5,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_018_02_DTC_RS_RATE,28.53,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_018_02_DTC_RS_RATE_2_5,23,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_018_02_DTC_RS_RATE_97_5,34.67,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_018_02_DTC_VOLUME,200,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_019_01_MSPB_NUMB,173,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_019_01_MSPB_SCORE,0.87,-,10/1/2021,9/30/2023,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_021_01_ADJ_RATE,7.8,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_021_01_DENOMINATOR,326,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_021_01_NUMERATOR,24,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_021_01_OBS_RATE,7.4,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_020_01_DENOMINATOR,353,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_020_01_NUMERATOR,331,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_020_01_OBS_RATE,93.8,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_022_02_DENOMINATOR_C1,72,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_022_02_NUMERATOR_C1,71,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_022_02_OBS_RATE_C1,98.6,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_022_02_DENOMINATOR_C2,71,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_022_02_NUMERATOR_C2,70,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_022_02_OBS_RATE_C2,98.6,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_023_02_ADJ_RATE,38,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_023_02_DENOMINATOR,72,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_023_02_NUMERATOR,27,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_023_02_OBS_RATE,37.5,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_024_02_DENOMINATOR,143,-,4/1/2024,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_024_02_NUMERATOR,11,-,4/1/2024,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_024_02_OBS_RATE,7.7,-,4/1/2024,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_025_01_DENOMINATOR,257,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_025_01_NUMERATOR,243,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_025_01_OBS_RATE,94.6,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_026_02_DENOMINATOR,70,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_026_02_NUMERATOR,63,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_026_02_OBS_RATE,90,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_027_01_DENOMINATOR,220,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_027_01_NUMERATOR,162,-,7/1/2023,6/30/2024,-
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",5400 GIBSON BLVD SE 3RD FLOOR,-,ALBUQUERQUE,NM,87108,Bernalillo,(505) 842-5550,6,L_027_01_OBS_RATE,73.64,-,7/1/2023,6/30/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_006_01_CI_LOWER,0.309,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_006_01_CI_UPPER,3.306,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_006_01_COMP_PERF,No Different than the National Benchmark,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_006_01_DOPC_DAYS,"2,190",-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_006_01_ELIGCASES,2.47,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_006_01_NUMERATOR,3,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_006_01_SIR,1.215,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_007_01_CI_LOWER,0.026,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_007_01_CI_UPPER,2.604,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_007_01_COMP_PERF,No Different than the National Benchmark,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_007_01_DOPC_DAYS,"2,323",-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_007_01_ELIGCASES,1.894,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_007_01_NUMERATOR,1,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_007_01_SIR,0.528,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_011_05_ADJ_CHG_MOBL_SCORE,6.4,-,7/1/2022,6/30/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_011_05_DENOMINATOR,61,-,7/1/2022,6/30/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_011_05_OBS_CHG_MOBL_SCORE,9.4,-,7/1/2022,6/30/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_012_01_DENOMINATOR,250,-,7/1/2023,6/30/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_012_01_NUMERATOR,1,-,7/1/2023,6/30/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_012_01_OBS_RATE,0.4,-,7/1/2023,6/30/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_014_01_CI_LOWER,0.275,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_014_01_CI_UPPER,2.085,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_014_01_COMP_PERF,No Different than the National Benchmark,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_014_01_DOPC_DAYS,"4,868",-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_014_01_ELIGCASES,4.627,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_014_01_NUMERATOR,4,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_014_01_SIR,0.864,-,4/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_015_01_DENOMINATOR,180,-,10/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_015_01_NUMERATOR,148,-,10/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_015_01_OBS_RATE,82.2,-,10/1/2023,3/31/2024,-
322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,L_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/1/2021,9/30/2023,-
